speaker,video_ids,videos,topics,has_wikipedia_page,wikipedia_url,wikipedia_summary,occupation,birth_date,nationality,popularity_score,average_popularity_score
Chelsea Shields,[2372],1,"['community, religion, activism, personal growth, women, society, identity, TED Fellows, feminism, equality']",False,,,,,,428.40822440087146,428.41
Chen Qiufan,[79878],1,"['science, future, AI, humanity, society, science fiction']",True,https://en.wikipedia.org/wiki/Chen_Qiufan,"Chen Qiufan (Chinese: 陈楸帆; born 1981), also known as Stanley Chan, is a Chinese science fiction writer, columnist, and scriptwriter.[1][2][3] His first novel was The Waste Tide (2013), which ""combines realism with allegory to present the hybridity of humans and machines"".[4]
Chen Qiufan's short fiction works have won three Galaxy Awards for Chinese Science Fiction and twelve Nebula Awards for Science Fiction and Fantasy in Chinese. ""The Fish of Lijiang"" received the Best Short Form Award for the","Science fiction writer, scriptwriter","(1981-11-30) November 30, 1981 (age 44)Shantou, Guangdong, China",,1499.494498381877,1499.49
Chera Kowalski,[15289],1,"['social change, disease, health, community, library, public health, society, addiction, drugs']",False,,,,,,488.1538742690058,488.15
Cheryl Hayashi,[1296],1,"['science, technology, engineering, industrial design, biotech, nature, biology, biomimicry, physics, insects, Internet']",True,https://en.wikipedia.org/wiki/Cheryl_Hayashi,"Cheryl Y. Hayashi is a biologist who specializes in the evolution and functional properties of spider silk. She is the Provost and Sr. Vice President for Science at the American Museum of Natural History, where she is a curator and professor in the Division of Invertebrate Zoology.  She also serves as the Leon Hess Director of Comparative Biology Research.[1] She was a graduate of Yale University, a professor at University California Riverside,[2] and a 2007 MacArthur Fellow.[3]",,Hawaii,,189.9344166014096,189.93
Cheryl Holder,[63401],1,"['climate change, global issues, social change, health, health care, community, activism, poverty, humanity, TEDMED, human rights']",False,,,,,,177.46487294469358,177.46
Chetan Bhatt,[2864],1,"['social change, community, religion, race, personal growth, humanity, society, identity, TEDx, india, equality']",False,,,,,,491.8519747759708,491.85
Chetna Gala Sinha,[20475],1,"['economics, entrepreneur, collaboration, social change, community, activism, women, finance, india']",True,https://en.wikipedia.org/wiki/Chetna_Gala_Sinha,,Founder / Chair of Mann Deshi Bank & Mann Deshi Foundation,"1958 (1958) (age 67)Bombay, Maharashtra, India",,650.9278195488722,650.93
Cheyenne Cochrane,[2803],1,"['social change, race, women, society, beauty, identity, fashion, TEDx, equality']",False,,,,,,493.5090791180285,493.51
Chezare A. Warren,[128351],1,"['education, social change, communication, race, empathy, TED-Ed, teaching']",False,,,,,,963.510989010989,963.51
Chibeze Ezekiel,[82179],1,"['climate change, environment, sustainability, Africa, energy, Countdown']",True,https://en.wikipedia.org/wiki/Chibeze_Ezekiel,Chibeze Ezekiel (born 1979 or 1980) is a Ghanaian environmental activist and a 2020 Goldman Environmental Prize award recipient for Africa.[1][2][3][4] He is known to have challenged the Ghanaian Ministry of Environment to cancel the construction of a coal plant through activism.[5][6],Environmental activist,,,679.3812415654521,679.38
Chieh Huang,[27622],1,"['business, leadership, happiness, success, work, motivation, personal growth, potential, trust']",False,,,,,,1547.4202708724883,773.71
Chieko Asakawa,[2383],1,"['technology, invention, software, innovation, future, communication, demo, AI, sight, data, blindness, UX design']",True,https://en.wikipedia.org/wiki/Chieko_Asakawa,"Chieko Asakawa (浅川 智恵子, Asakawa Chieko) is a blind Japanese computer scientist, known for her work at IBM Research – Tokyo in accessibility.[1] A Netscape browser plug-in she developed, the IBM Home Page Reader, became the most widely used web-to-speech system available.[2] She is the recipient of numerous industry and government awards.",,"Osaka, Japan",,416.5121884415229,416.51
Chika Esiobu,[2891],1,"['culture, education, social change, Africa, creativity, society, agriculture, policy']",False,,,,,,451.1119327731092,451.11
Chika Okoro,[39236],1,"['global issues, business, race, beauty, equality']",False,,,,,,520.0627839735646,520.06
Chiki Sarkar,[30296],1,"['culture, technology, entrepreneur, creativity, future, storytelling, writing, india']",True,https://en.wikipedia.org/wiki/Chiki_Sarkar,,Publisher,"Calcutta, India  (now Kolkata, West Bengal)",,669.9666534339024,669.97
Children of Palau,[83531],1,"['climate change, environment, sustainability, pollution, coral reefs, Countdown, kids, ocean']",False,,,,,,176.40148448043186,176.4
Chin-Teng Lin,[141561],1,"['science, technology, computers, brain, AI, neuroscience, machine learning']",False,,,,,,1083.8304597701149,1083.83
Chinaka Hodge,[2649],1,"['media, performance, death, social change, gender, future, history, poetry, parenting, women, violence, humanity, identity, social media, kids, equality']",True,https://en.wikipedia.org/wiki/Chinaka_Hodge,"Chinaka Hodge (born 1984)[1] is an American poet, educator, playwright and screenwriter. She has received national recognition for her publications, especially her artistic work on gentrification.",Poeteducatorplaywrightscreenwriter,"1984 or 1985 (age 40–41)[1]Oakland, California, U.S.",,399.4357405140759,399.44
Chip Colwell,[22752],1,"['culture, art, history, United States, museums, TEDx, conservation, archaeology, indigenous peoples']",False,,,,,,606.7059718524154,606.71
Chitra Aiyar,[41904],1,"['education, diversity, inclusion']",False,,,,,,35.99621689785624,36.0
Chloé Hayden,[155707],1,"['media, social change, personal growth, identity, TEDx, Autism spectrum disorder, diversity, inclusion, TV']",True,https://en.wikipedia.org/wiki/Chloé_Hayden,,Actressactivistmedia personalitypodcast hostauthor,"Chloé Sarah Hayden (1997-07-23) 23 July 1997 (age 28)Melbourne, Victoria, Australia",,2286.993670886076,2286.99
Chloé Valdary,[65068],1,"['social change, love, relationships, storytelling, personal growth, self, humanity, compassion']",True,https://en.wikipedia.org/wiki/Chloé_Valdary,"Chloé Simone Valdary is an American writer and entrepreneur whose company, Theory of Enchantment, teaches social and emotional learning in schools, as well as diversity and inclusion in companies and government agencies.[1]","Writer, entrepreneur, lecturer",1993 (age 31–32),,966.918533604888,966.92
Chris Bangle,[5],1,"['technology, design, industrial design, invention, business, transportation, art']",True,https://en.wikipedia.org/wiki/Chris_Bangle,"Christopher Edward Bangle (born October 14, 1956) is an American automobile designer. Bangle is known best for his work as Chief of Design for BMW Group, where he was responsible for the BMW, MINI and Rolls-Royce motor cars.",Automobile designer,"Christopher Edward Bangle (1956-10-14) October 14, 1956 (age 69)Ravenna, Ohio, U.S.",,153.94482758620688,153.94
Chris Bennett,[82557],1,"['technology, education, community, parenting, teaching, kids']",False,https://en.wikipedia.org/wiki/Chris_Bennett,,,,,1278.5186418109188,1278.52
Chris Bliss,[1365],1,"['entertainment, communication, language, comedy, literature, humor, TEDx']",True,https://en.wikipedia.org/wiki/Chris_Bliss,"Chris Bliss is an American stand up comedian and juggler, perhaps best known for a viral video of him juggling to Beatles songs.","Comedian, juggler","Chris BlissWashington, D.C.",,161.38612877583466,161.39
Chris Burkard,[2255],1,"['creativity, photography, travel, Antarctica, ocean']",True,https://en.wikipedia.org/wiki/Chris_Burkard,,Photographer,"(1986-03-12) March 12, 1986 (age 39)San Luis Obispo, California, U.S.",,605.1661466458659,605.17
Chris Byrne,[141215],1,"['culture, entertainment, history, personal growth, gaming, kids, toys']",False,https://en.wikipedia.org/wiki/Chris_Byrne,,,,,1847.3221288515408,1847.32
Chris Domas,[2035],1,"['technology, software, terrorism, war, TEDx, code']",False,,,,,,278.9479865771812,278.95
Chris Downey,[1863],1,"['design, urban planning, agriculture, sight, blindness']",True,https://en.wikipedia.org/wiki/Chris_Downey,,"Writer, producer","Queens, New York, United States",,264.8691503861881,264.87
Chris Duffy,[135443],1,"['storytelling, personal growth, comedy, humor, society, kids']",False,https://en.wikipedia.org/wiki/Chris_Duffy,,,,,1654.444196428571,1654.44
Chris Gerdes,[1506],1,"['technology, transportation, future, TEDx, driverless cars']",False,,,,,,173.57125332242896,173.57
Chris Hadfield,[1951],1,"['culture, performance, space, fear']",True,https://en.wikipedia.org/wiki/Chris_Hadfield,,,"Chris Austin Hadfield (1959-08-29) August 29, 1959 (age 66)Sarnia, Ontario, Canada",,2916.9440935672515,2916.94
Chris Jordan,[279],1,"['culture, business, art, statistics, photography, beauty, plastic']",False,https://en.wikipedia.org/wiki/Chris_Jordan,,,,,337.49435559736594,337.49
Chris Kluwe,[2007],1,"['technology, sports, virtual reality']",True,https://en.wikipedia.org/wiki/Chris_Kluwe,,,"(1981-12-24) December 24, 1981 (age 43)Philadelphia, Pennsylvania, U.S.",,326.0719544051294,326.07
Chris McKnett,[1927],1,"['sustainability, business, finance, investing']",False,,,,,,301.5169373549884,301.52
Chris Nowinski,[10266],1,"['science, education, social change, health, activism, sports, brain, TEDx, human body']",True,https://en.wikipedia.org/wiki/Chris_Nowinski,,Co-founder and CEO of Concussion Legacy FoundationAuthorProfessional wrestler,"Christopher John Nowinski (1978-09-24) September 24, 1978 (age 47)[1]Oak Park, Illinois, U.S.[1]",,446.6990049751244,446.7
Chris Sheldrick,[3366],1,"['technology, software, collaboration, communication, society, infrastructure, international development']",False,,,,,,557.8411467116357,557.84
Chris Urmson,[2291],1,"['technology, transportation, driverless cars']",True,https://en.wikipedia.org/wiki/Chris_Urmson,"Chris Urmson is a Canadian engineer, academic, and entrepreneur. He co-founded Aurora Innovation, a company developing self-driving technology, in 2017 and serves as its CEO.[1]",CEO of Aurora,1976 (age 48–49)Canada,,740.4736289687746,740.47
Chris Vogtherr,[18808],1,"['activism, work, fashion']",False,,,,,,4.17083177918687,4.17
Christen Reighter,[3365],1,"['social change, parenting, women, society, family, identity, TEDx, kids']",False,,,,,,1412.6976506639428,1412.7
Christer Mjåset,[44373],1,"['health care, medicine, TEDx, Surgery']",False,,,,,,1129.9086092715231,1129.91
Christi Gendron,[129397],1,"['science, death, health, aging, neuroscience, TEDx, Life']",False,,,,,,1047.0213143872113,1047.02
Christian Bailey,[29702],1,"['technology, design, invention, flight, transportation']",False,,,,,,4.16287284144427,4.16
Christian Benimana,[6496],1,"['climate change, design, engineering, architecture, collaboration, education, innovation, social change, Africa, creativity, future, community, society, public space']",False,,,,,,379.94004135079257,379.94
Christian Happi,[62738],1,"['science, technology, disease, public health, virus, medical research, pandemic, The Audacious Project, coronavirus']",True,https://en.wikipedia.org/wiki/Christian_Happi,"Christian Happi is a Distinguished Professor of Molecular Biology and Genomics in the Department of Biological Sciences and the Director of the Institute of Genomics and Global Health[1] (formerly African Centre of Excellence for Genomics of Infectious Diseases),[2][3] both at Redeemer’s University. He is known for leading the team of scientists that used genomic sequencing to identify a single point of infection from an animal reservoir to a human in the Ebola outbreak in West Africa.[4] His re",,,,953.1064039408868,953.11
Christian Picciolini,[8298],1,"['social change, activism, race, United States, personal growth, violence, humanity, compassion, society, identity, TEDx']",True,https://en.wikipedia.org/wiki/Christian_Picciolini,"Christian Marco Picciolini (born November 3, 1973) is an American former extremist and political activist who founded the Free Radicals Project, a nonprofit organization that works to prevent extremism and support individuals in leaving hate groups. He was also an unsuccessful candidate for Township Supervisor in Resort Township, Michigan, during the 2024 election. He is the author of a memoir, Romantic Violence: Memoirs of an American Skinhead, which details his time as a leader of the white po","Entrepreneur
Business executive
Author
Musician","Christian Marco Picciolini (1973-11-03) November 3, 1973 (age 52)Blue Island, Illinois, U.S.",,1659.551515151515,1659.55
Christian Schröter,[8429],1,"['technology, disease, health care, communication, medicine, poverty, international development']",False,,,,,,1.2900069881201957,1.29
Christian Wickert,[8426],1,"['business, creativity, literature']",False,,,,,,10.302236198462614,10.3
Christiane Amanpour,[3012],1,"['global issues, politics, communication, war, leadership, democracy, social media, government, journalism, algorithm']",True,https://en.wikipedia.org/wiki/Christiane_Amanpour,,"Journalist
television host","Christiane Maria Heideh Amanpour (1958-01-12) 12 January 1958 (age 67)Ealing, Middlesex, England",,1916.400896840708,958.2
Christiane-Marie Abu Sarah,[66088],1,"['politics, history, terrorism, violence, society, TEDx']",False,,,,,,959.57545691906,959.58
Christien Meindertsma,[960],1,"['design, engineering, business, food, consumerism, product design, medicine, books']",True,https://en.wikipedia.org/wiki/Christien_Meindertsma,,,,,251.6036750135111,251.6
Christina Agapakis,[65030],1,"['science, technology, engineering, innovation, nature, art, biology']",True,https://en.wikipedia.org/wiki/Christina_Agapakis,"Christina Maria Agapakis is a synthetic biologist, science writer. She is the former Creative Director of the biotechnology company Ginkgo Bioworks.",,Christina Maria Agapakis,,1004.814946619217,1004.81
Christina Balch,[19048],1,"['technology, society, social media']",False,,,,,,9.9556135770235,9.96
Christina Costa,[84216],1,"['health, cancer, psychology, personal growth, brain, neuroscience, TEDx']",False,,,,,,2107.6068493150683,2107.61
Christina Tosi,[88515],1,"['food, creativity, happiness, motivation, personal growth']",True,https://en.wikipedia.org/wiki/Christina_Tosi,,Cheftelevision presenterauthor,"1981 (age 43–44)Ohio, U.S.",,1410.924872355945,1410.92
Christina Wallace,[20083],1,"['love, relationships, personal growth, identity']",False,,,,,,1018.0346110904354,1018.03
Christina Warinner,[1425],1,"['science, genetics, innovation, disease, food, health, evolution, biology, history, medicine, anthropology, paleontology, ancient world, bacteria, TED Fellows']",True,https://en.wikipedia.org/wiki/Christina_Warinner,"Christina Warinner is an American anthropologist best known for her research on the evolution of ancient microbiomes. She is an Assistant Professor of Anthropology at Harvard University and the Sally Starling Seaver Assistant Professor at the Radcliffe Institute. Warinner is also a Research group leader at the Max Planck Institute for the Science of Human History in Jena, Germany.",,,American,158.99839131309068,159.0
Christine Carter,[70789],1,"['psychology, motivation, personal growth, decision-making, TEDx, exercise, goals']",False,,,,,,1704.5136948015652,1704.51
Christine Porath,[25595],1,"['science, business, psychology, leadership, success, work, motivation, personal growth, productivity, TEDx']",False,,,,,,1559.6884556574923,1559.69
Christine Schuler Deschryver,[125285],1,"['entrepreneur, Africa, gender, women, women in business, mental health, sexual violence']",False,,,,,,958.0942812982998,958.09
Christine Sun Kim,[2357],1,"['music, art, communication, language, TED Fellows, sound']",True,https://en.wikipedia.org/wiki/Christine_Sun_Kim,"Christine Sun Kim (born 1980) is an American sound artist, performer and activist based in Berlin.[1][2] Working predominantly in drawing, performance, and video, Kim's art practice considers how sound operates in society.[3] Musical notation, written language, American Sign Language (ASL), and the use of the body are all recurring elements in her work.[4] Her work has been exhibited in major cultural institutions internationally, including in the Museum of Modern Art's first exhibition about so",Sound artist,"1980 (1980)Orange County, California, U.S.",,633.7241659886087,633.72
Christine Thach,[12811],1,"['business, community, refugees']",False,,,,,,3.097182080924856,3.1
Christoph Adami,[1237],1,"['science, evolution, biology, bacteria, TEDx']",True,https://en.wikipedia.org/wiki/Christoph_Adami,California Institute of TechnologyJet Propulsion Laboratory,,"August 30, 1962 (1962-08-30) (age 63)Brussels, Belgium",,130.7979505027069,130.8
Christoph Keplinger,[37986],1,"['science, technology, design, engineering, invention, innovation, robots, nature, future, prosthetics, TEDx, human body']",False,,,,,,251.9173895084676,251.92
Christoph Niemann,[20089],1,"['culture, design, creativity, art, communication, humanity, humor, empathy, beauty']",True,https://en.wikipedia.org/wiki/Christoph_Niemann,"Christoph Niemann (born 1970) is a German-American illustrator, graphic designer, and children's book author.",,"1970 (age 54–55)Waiblingen, West Germany",,1204.6136363636365,1204.61
"Christopher ""moot"" Poole",[874],1,"['culture, computers, collaboration, activism, law, Internet, government']",True,"https://en.wikipedia.org/wiki/Christopher_""moot""_Poole",,"Entrepreneur, former Google employee","1987 or 1988 (age 37–38)New York City, United States",,324.7578166401696,324.76
Christopher Ategeka,[6594],1,"['Africa, parenting, personal growth, humanity, society, family, TED Fellows, kids']",False,,,,,,379.1996539792388,379.2
Christopher Bahl,[52466],1,"['science, technology, software, disease, health, health care, medicine, TED Fellows']",False,,,,,,898.8584817244611,898.86
Christopher C. Deam,[503],1,"['design, engineering, transportation, creativity, exploration']",False,,,,,,57.75718744866108,57.76
Christopher Emdin,[1965],1,"['science, education, innovation, social change, storytelling, religion, magic, teaching, public speaking']",True,https://en.wikipedia.org/wiki/Christopher_Emdin,"Christopher Emdin is the Maxine Greene Chair for Distinguished Contributions to Education at Teachers College, Columbia University and Director of the Schupf Family IdeaLab at Skidmore College. He was previously the Robert Naslund Endowed Chair in Curriculum and Teaching at the University of Southern California. He is an American academic who was previously an Associate Professor of Science Education at the Teachers College, Columbia University where he also served as Director of Science Educati",,,,668.6650998824912,668.67
Christopher McDougall,[1067],1,"['science, entertainment, health, sports, TEDx, journalism']",True,https://en.wikipedia.org/wiki/Christopher_McDougall,"Christopher McDougall (born 1962) is an American author and journalist.  He is best known for his 2009 book Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen.[1]",Non-fiction author,1962 (age 62–63),,776.5244690674053,776.52
Christopher Robichaud,[21925],1,"['entertainment, education, philosophy, gaming, teaching']",True,https://en.wikipedia.org/wiki/Christopher_Robichaud,"Christopher Robichaud (born October 21, 1973) is an American philosopher and lecturer in Ethics and Public Policy at the Harvard Kennedy School of Government.[1] He received his doctorate in philosophy from MIT. His areas of research include ethics, political philosophy, and social epistemology. He also teaches at the Harvard Extension School and the Harvard Graduate School of Education, and in the past has taught at Texas A&M University, the University of Vermont, and Tufts University.",,,,22.5390625,22.54
Christopher Ryan,[1931],1,"['culture, relationships, sex']",True,https://en.wikipedia.org/wiki/Christopher_Ryan,,Actor,"Christopher Papazoglou (1950-01-25) 25 January 1950 (age 75)Bayswater, London, England",,555.39470013947,555.39
Christopher deCharms,[236],1,"['science, technology, business, biology, medicine, demo, brain, visualizations']",True,https://en.wikipedia.org/wiki/Christopher_deCharms,"Dr. Christopher deCharms is a neuroscientist, author, and inventor. Currently, deCharms is the founder and CEO of Brainful, a life-sciences companies focused on neurotechnology, including technology based on imaging methods that allow people to watch the activation of their own brains 'live' using functional magnetic resonance imaging (fMRI).",,,,339.9105401640613,339.91
Christy L. Haynes,[125287],1,"['environment, science, sustainability, food, nature, biology, chemistry, TEDx, agriculture, farming, plants']",True,https://en.wikipedia.org/wiki/Christy_L._Haynes,"Christy Lynn Haynes (born July 31, 1977) is a chemist at the University of Minnesota. She works at the interface of analytical, biological, and nanomaterials chemistry.",,"(1977-07-31) July 31, 1977 (age 48)Scottsdale, Arizona, U.S.",,809.7824074074074,809.78
Chrystia Freeland,[1791],1,"['global issues, business, economics, money, equality']",True,https://en.wikipedia.org/wiki/Chrystia_Freeland,,Politicianjournalistauthordiplomatacademic administrator,"Christina Alexandra Freeland[1] (1968-08-02) August 2, 1968 (age 57)Peace River, Alberta, Canada",,537.6362416107382,537.64
Chrystina Russell,[64548],1,"['global issues, education, Africa, refugees, teaching, The Audacious Project']",False,,,,,,285.88096433952785,285.88
Chuck Murry,[37746],1,"['technology, health, biology, medicine, humanity, TEDx, medical research, human body, heart']",False,,,,,,845.8343583435834,845.83
Chuck Nice,[10807],1,"['technology, computers, communication, comedy, AI, social media']",True,https://en.wikipedia.org/wiki/Chuck_Nice,"Chuck Nice (born July 10, 1975) is an American stand-up comedian and media host. He is a longtime comic co-host of StarTalk with astrophysicist Neil deGrasse Tyson and since 2022 has hosted Brain Games: On the Road for National Geographic/Disney+.[2][3]",Stand-up comediantelevision hostradio personalitypodcaster,"Charles Fields[1] (1975-07-10) July 10, 1975 (age 50)Philadelphia, Pennsylvania, U.S.",,385.2695836273818,385.27
Chuck Plunkett,[59971],1,"['media, social change, society, democracy, TEDx, journalism']",False,,,,,,1537.6984278227728,1537.7
Cindy Gallop,[49324],1,"['technology, media, sex, Internet']",True,https://en.wikipedia.org/wiki/Cindy_Gallop,,,"Lucinda Lee Gallop1 February 1960 (1960-02) (age 65)Amersham, Buckinghamshire, England",,1240.1871964679913,1240.19
Cindy Kam,[147982],1,"['culture, politics, disease, health, psychology, society, TEDx, emotions']",False,,,,,,1480.392,1480.39
Cirque du Soleil,[50640],1,"['science, creativity, art, brain, humanity, neuroscience']",True,https://en.wikipedia.org/wiki/Cirque_du_Soleil,,,,,212.7747868999552,212.77
Claire Malone,[79424],1,"['science, universe, physics, space, dark matter, TEDx, disability']",False,,,,,,1273.1917551530294,1273.19
Claire Wardle,[49221],1,"['technology, social change, activism, society, social media, Internet']",False,,,,,,1414.8391405765674,707.42
Clara Sousa-Silva,[80056],1,"['science, innovation, future, universe, space, microbiology, microbes, aliens']",True,https://en.wikipedia.org/wiki/Clara_Sousa-Silva,"Clara Sousa-Silva is an astrochemist who is a research scientist at Center for Astrophysics | Harvard & Smithsonian.[1] Sousa-Silva is an expert on phosphine.[2] She has contributed to investigations of the possibility of life on Venus, working with Jane Greaves and others.[3] Sousa-Silva also directs the Harvard-MIT Student Research Mentoring Program, which pairs high school students with astronomers to conduct research.[4]",,,,1256.3574144486693,1256.36
Clarice Phelps,[59202],1,"['science, race, women, identity, chemistry']",True,https://en.wikipedia.org/wiki/Clarice_Phelps,,,Clarice Evone Salone,,21.382283278067263,21.38
Claron McFadden,[1105],1,"['entertainment, music, performance, creativity, TEDx']",True,https://en.wikipedia.org/wiki/Claron_McFadden,"Claron McFadden (born 1961) is an American soprano. McFadden studied voice at the Eastman School of Music in Rochester, New York, finishing her degree in 1984.[1]",Opera singer,"New York City, New York",,90.11575023299162,90.12
Claudia Miner,[45972],1,"['technology, education, parenting, teaching, The Audacious Project, kids']",False,,,,,,1026.808501502791,1026.81
Clemantine Wamariya,[13834],1,"['Africa, humanity, society, family, refugees']",True,https://en.wikipedia.org/wiki/Clemantine_Wamariya,"Joyful Clemantine Wamariya (born 1988)[1] is a Rwandan-American author, speaker, and human rights advocate.[2]","Author
Artist
Creative
Human-rights Advocate","1988 (age 36–37)Kigali, Rwanda",,415.2084233261339,415.21
Clementine Jacoby,[100543],1,"['social change, United States, crime, prison, TED Fellows, data, justice system']",True,https://en.wikipedia.org/wiki/Clementine_Jacoby,Clementine Jacoby is an American software engineer and criminal justice reform activist. She is a founder and executive director at Recidiviz. She was listed in Forbes 30 Under 30 in 2021 and named as a TED fellow in 2022.,,,,1422.6609686609686,1422.66
Cleo Wade,[8947],1,"['social change, creativity, art, relationships, storytelling, communication, poetry, language, motivation, personal growth, potential, spoken word, humanity, writing, society, identity, goals']",True,https://en.wikipedia.org/wiki/Cleo_Wade,,"Model, author, poet, artist","(1989-09-13) September 13, 1989 (age 36)New Orleans, Louisiana, U.S.",,1299.840932822833,1299.84
Cliff Kapono,[138090],1,"['environment, science, technology, DNA, data, indigenous peoples']",True,https://en.wikipedia.org/wiki/Cliff_Kapono,"Cliff Kapono is a Native Hawaiian professional surfer, journalist, and marine conservation scientist. He is known for his research that combines his interests.",,,,1101.7487684729065,1101.75
Clifford Stoll,[237],1,"['culture, science, technology, education, Internet']",True,https://en.wikipedia.org/wiki/Clifford_Stoll,,,"Clifford Paul Stoll Jr. (1950-06-04) June 4, 1950 (age 75)Buffalo, New York, U.S.",,526.5155596841616,526.52
Climate Action Tracker,[80768],1,"['climate change, environment, science, sustainability, energy, Countdown']",True,https://en.wikipedia.org/wiki/Climate_Action,"Climate action (or climate change action) refers to a range of activities, mechanisms, policy instruments, and so forth that aim at reducing the severity of human-induced climate change and its impacts. ""More climate action"" is a central demand of the climate movement.[1] Climate inaction is the absence of climate action.",,,,466.194246523422,233.1
Climbing PoeTree,[41908],1,"['music, performance, spoken word']",False,,,,,,6.893662271373883,6.89
Clint Brewer,[126570],1,"['global issues, politics, social change, communication, community, activism, United States, democracy, government']",False,,,,,,896.7138364779875,896.71
Clive Loseby,[101747],1,"['technology, design, TEDx, Internet, disability']",False,,,,,,954.8531598513013,954.85
Clover Hogan,[78378],1,"['climate change, environment, activism, personal growth, TEDx']",False,,,,,,1230.841975308642,1230.84
Coby Everton,[55319],1,"['education, social change, compassion, teaching, LGBTQIA+']",False,,,,,,8.747586206896552,8.75
Cohen Bradley,[109176],1,"['social change, history, storytelling, personal growth, indigenous peoples']",False,,,,,,1198.4588888888889,1198.46
Coleman Hughes,[115854],1,"['social change, history, race, United States, personal growth, society, identity, policy, equality']",True,https://en.wikipedia.org/wiki/Coleman_Hughes,,Writerpodcast host,"Coleman Cruz Hughes (1996-02-25) February 25, 1996 (age 29)New Jersey, US",,1271.6490585520678,635.82
Colette Pichon Battle,[56012],1,"['climate change, environment, global issues, cities, social change, community, activism, humanity, society, human rights']",True,https://en.wikipedia.org/wiki/Colette_Pichon_Battle,"Colette Pichon Battle is an American lawyer and climate justice organizer. Her work focuses on creating spaces for frontline communities to gather and advance climate crisis strategies that help us steward the water, energy, and land. She is a TED speaker, a 2019 Obama Foundation Fellow,[1] and is the recipient of the 2023 Heinz Award for the Environment, the 2022 Catalyst Award from Rachel’s Network, and the 2022 William O. Douglas Award.[2][3][4]",,,,1723.9874535315985,1723.99
Colin Averill,[101984],1,"['climate change, science, sustainability, nature, biology, biodiversity, microbiology, trees, microbes, natural resources, fungi, Countdown']",False,,,,,,1643.511320754717,1643.51
Colin Camerer,[1701],1,"['economics, primates, decision-making, neuroscience, TEDx, behavioral economics']",True,https://en.wikipedia.org/wiki/Colin_Camerer,,,"(1959-12-04) December 4, 1959 (age 66)Philadelphia, Pennsylvania, US[1]",,350.41157417404446,350.41
Colin Grant,[2074],1,"['culture, history, storytelling, parenting, society, family, identity, TEDx, kids']",False,https://en.wikipedia.org/wiki/Colin_Grant,,,,,236.28136419001217,236.28
Colin Powell,[1649],1,"['culture, education, parenting, TEDx, youth, teaching, kids']",True,https://en.wikipedia.org/wiki/Colin_Powell,,,"Colin Luther Powell(1937-04-05)April 5, 1937New York City, U.S.",,385.4457933972311,385.45
Colin Stokes,[1650],1,"['culture, film, parenting, identity, TEDx']",True,https://en.wikipedia.org/wiki/Colin_Stokes,"Colin Stokes (born October 7, 1987) is an American-born cellist, pursuing an active performing career in the United States and Europe.",,,,1342.9440425531916,1342.94
Colombe Cahen-Salvador,[66820],1,"['global issues, politics, social change, activism, democracy, government']",False,,,,,,859.2530439385919,859.25
Conor Russomanno,[114470],1,"['science, technology, invention, biotech, health, psychology, brain, neuroscience, disability']",True,https://en.wikipedia.org/wiki/Conor_Russomanno,"Conor Russomanno is an American entrepreneur, inventor, and public speaker, specializing in the development of human-computer interfaces[citation needed]. He is the co-founder and CEO of OpenBCI,[1] a company dedicated to open source innovation of brain-computer interface technologies.",Co-founder & CEO of OpenBCI,"(1988-10-29) October 29, 1988 (age 37)Livingston, New Jersey, United States",,1682.2004504504505,1682.2
Conrad Wolfram,[1007],1,"['technology, computers, education, math, code']",True,https://en.wikipedia.org/wiki/Conrad_Wolfram,,,"(1970-06-10) 10 June 1970 (age 55)Oxford, England",,338.62511373976344,338.63
Constance Hockaday,[102331],1,"['art, leadership, personal growth, self, TED Fellows']",False,,,,,,1469.5282837967402,1469.53
Cordae,[93274],1,"['culture, music, creativity, storytelling, motivation, personal growth, goals']",True,https://en.wikipedia.org/wiki/Cordae,,"Rapper
singer
songwriter","Cordae Amari Dunston[1] (1997-08-26) August 26, 1997 (age 28)[2]Raleigh, North Carolina, U.S.[2]",,4053.821625887924,4053.82
Corneille Ewango,[299],1,"['Africa, animals, activism, war, biodiversity, trees, ecology']",True,https://en.wikipedia.org/wiki/Corneille_Ewango,"Corneille E.N. Ewango is a Congolese environmentalist, and was responsible for the Okapi Faunal Reserve's botany program in the Democratic Republic of Congo from 1996 to 2003. He was awarded the Goldman Environmental Prize in 2005[1] for his efforts to protect the Okapi Wildlife Reserve in the Ituri Rainforest during the Congo Civil War. The reserve is home to the Mbuti people, and houses animals such as okapis (found nowhere else), elephants and 13 primate species. Ewango has uncovered 270 spec",Environmentalist,,,84.45909376966645,84.46
Cornelia Geppert,[53602],1,"['technology, entertainment, art, personal growth, gaming, humanity, depression, mental health']",False,,,,,,1111.1535648994516,1111.15
Cosmin Mihaiu,[2257],1,"['software, health, demo, gaming, TED Fellows, exercise']",False,,,,,,422.88802286308135,422.89
