speaker,video_ids,videos,topics,has_wikipedia_page,wikipedia_url,wikipedia_summary,occupation,birth_date,nationality,popularity_score,average_popularity_score
Emily Nagoski,"[49356, 20084, 15813]",3,"['science, love, relationships, communication, humanity, empathy, sex, TEDx, friendship', 'relationships, personal growth, self, sex, identity', 'science, social change, brain, humanity, sex, society, sexual violence, human body']",True,https://en.wikipedia.org/wiki/Emily_Nagoski,"Emily Nagoski (born 1977)[2] is an American sex educator and researcher, and author of books including New York Times bestseller, Come as You Are.[3] She is the former director of wellness education at Smith College, where she taught a course on women's sexuality.[4][5]",,,,4670.897213347887,1167.72
Guy Winch,"[53740, 9987, 2193]",3,"['health, psychology, self, mental health, TEDx, mindfulness', 'time, happiness, work, personal growth, decision-making, work-life balance, goals', 'social change, love, personal growth, humanity, depression, compassion, identity, addiction']",False,,,,,,12380.64409501349,3095.16
Andrew Youn,"[74773, 19729, 2522]",3,"['technology, social change, poverty, women, agriculture, farming, The Audacious Project, international development', 'global issues, innovation, food, Africa, future, community, activism, poverty, society, agriculture, farming, The Audacious Project, international development', 'global issues, innovation, food, Africa, future, community, activism, poverty, society, agriculture, farming, international development']",False,,,,,,545.7441193138698,181.91
Helen Fisher,"[307, 2590, 16]",3,"['technology, love, relationships, communication, anthropology, personal growth, humanity, compassion, society, Internet, personality', 'culture, science, cognitive science, evolution, gender, love, psychology, relationships', 'culture, science, technology, cognitive science, love, psychology, relationships, poetry, brain, literature']",False,https://en.wikipedia.org/wiki/Helen_Fisher,,,,,3745.534865436647,1248.51
David Pogue,"[1725, 196, 7]",3,"['technology, entertainment, music, humor', 'technology, computers, entertainment, media, music, performance, software, UX design', 'culture, technology']",True,https://en.wikipedia.org/wiki/David_Pogue,,,"David Welch Pogue (1963-03-09) March 9, 1963 (age 62)Shaker Heights, Ohio, U.S.",,1542.977681267919,514.33
Jarrett J. Krosoczka,"[2062, 88427, 1644]",3,"['design, art, storytelling, writing, TEDx, books, kids', 'education, books, kids', 'creativity, art, personal growth, self, illness, emotions']",True,https://en.wikipedia.org/wiki/Jarrett_J._Krosoczka,,graphic novelist,"(1977-12-22) December 22, 1977 (age 47)Worcester, Massachusetts, U.S.",,1826.6180402419889,608.87
Jane Goodall,"[63815, 340, 11]",3,"['climate change, environment, global issues, animals, nature, biodiversity, humanity, conservation, Countdown', 'environment, global issues, science, Africa, animals, primates, pollution, biodiversity', 'culture, environment, global issues, science, Africa, animals, nature, primates']",True,https://en.wikipedia.org/wiki/Jane_Goodall,,,"Valerie Jane Morris-Goodall(1934-04-03)3 April 1934London, England",,1653.307262996419,551.1
Mikko Hypponen,"[1328, 1192, 1861]",3,"['global issues, technology, computers, terrorism, TEDx, Internet, surveillance, encryption', 'politics, technology, crime, TEDx, Internet, data, surveillance, encryption', 'global issues, technology, computers, crime, virus, TEDx, Internet']",True,https://en.wikipedia.org/wiki/Mikko_Hypponen,#61 Foreign Policy's Top 100 Global Thinkers in 2011[3],Chief Research Officer for Sensofusion,Mikko Hermanni Hyppönen (1969-10-13) 13 October 1969 (age 56)[1]Finland,,1009.040335010998,336.35
Elif Shafak,"[66869, 3269, 917]",3,"['climate change, environment, social change, nature, storytelling, writing, trees, Countdown', 'culture, politics, storytelling, women, literature', 'culture, global issues, politics, social change, leadership, women, humanity, writing, society, identity, democracy']",True,https://en.wikipedia.org/wiki/Elif_Shafak,,Novelistessayistpublic speakeractivist,"Elif Bilgin (1971-10-25) 25 October 1971 (age 54)Strasbourg, France",,2811.89646207342,937.3
Ben Saunders,"[1631, 2143, 89]",3,"['sports, personal growth, potential, exploration, Antarctica', 'climate change, culture, global issues, technology, sports, personal growth, potential, exploration, travel', 'culture, sports, personal growth, potential, travel']",False,https://en.wikipedia.org/wiki/Ben_Saunders,,,,,870.8705599722359,290.29
His Holiness Pope Francis,"[71516, 67078, 2744]",3,"['climate change, global issues, technology, collaboration, social change, love, future, communication, community, religion, Christianity, humanity, compassion, society, identity, refugees, kids, equality, ethics', 'climate change, environment, sustainability, education, social change, creativity, community, religion, leadership, Christianity, Countdown']",True,https://en.wikipedia.org/wiki/His_Holiness,"The title His Holiness (and the associated form of address Your Holiness) is an official title or style referring to the Pope in the Catholic Church; this use can be traced back several hundred years.[1] It has also been adopted as an official title for other leaders in a number of religious traditions. It is used to refer to Oriental Orthodox patriarchs, and used to refer to religious leaders in Islam, Buddhism, and Bon. Buddhist leaders referred to this way include the Dalai Lama, the Menri Tr",,,,2430.057613475646,810.02
Arthur Benjamin,"[587, 1862, 199]",3,"['entertainment, performance, education, math, magic', 'economics, education, statistics, math', 'entertainment, math, magic']",True,https://en.wikipedia.org/wiki/Arthur_Benjamin,"Arthur Leslie Benjamin (18 September 1893 in Sydney – 10 April 1960 in London) was an Australian composer, pianist, conductor and teacher. He is best known as the composer of Jamaican Rumba (1938) and of the Storm Clouds Cantata, featured in both versions of the Alfred Hitchcock film The Man who Knew Too Much, in 1934 and 1956.",,,,4210.632153727668,1403.54
Dan Gilbert,"[2012, 420, 97]",3,"['culture, entertainment, psychology, happiness, brain, decision-making, self, society, goals', 'culture, psychology, humanity, personality', 'culture, science, evolution, psychology, happiness, brain, decision-making']",True,https://en.wikipedia.org/wiki/Dan_Gilbert,,"Co-founder and Chairman, Rocket Companies Majority owner, Cleveland Cavaliers[2]","Daniel Bruce Gilbert[1] (1962-01-17) January 17, 1962 (age 63)Detroit, Michigan, U.S.",,5845.968330412134,1948.66
JR,"[1451, 94273, 1085]",3,"['art, community, photography, TED Prize, public space', 'creativity, art, relationships, communication, community, humanity, prison', 'art, community, activism, photography, TED Prize']",False,https://en.wikipedia.org/wiki/JR,,,,,1398.0614239726522,349.52
Julia Shaw,"[63673, 26570, 20974]",3,"['science, technology, memory, work, women, sexual violence', 'social change, cognitive science, psychology, work, brain, TEDx', 'science, memory, social change, cognitive science, work, brain, society, crime, TEDx']",False,https://en.wikipedia.org/wiki/Julia_Shaw,,,,,1700.8924885379515,566.96
George Monbiot,"[99754, 46580, 1816]",3,"['climate change, science, innovation, food, future, agriculture, farming, Countdown', 'climate change, environment, science, sustainability, animals, community, activism, biodiversity, deextinction, conservation, ecology, ocean', 'culture, politics, social change, future, community, society, democracy']",True,https://en.wikipedia.org/wiki/George_Monbiot,,Journalist,"(1963-01-27) 27 January 1963 (age 62)London, England",,3668.920109487117,1222.97
Elon Musk,"[90833, 2774, 1695]",3,"['technology, entrepreneur, transportation, innovation, energy, exploration, space, solar energy, electricity', 'environment, science, technology, design, engineering, industrial design, invention, business, entrepreneur, flight, cities, innovation, social change, future, product design, universe, energy, exploration, humanity, society, solar energy, infrastructure, Mars, manufacturing, international development', 'technology, business, computers, future, physics, brain, AI, space, Internet, Mars, manufacturing']",True,https://en.wikipedia.org/wiki/Elon_Musk,,"CEO and product architect of TeslaFounder, CEO, and chief engineer of SpaceXFounder and CEO of xAIFounder of the Boring Company and X Corp.Co-founder of Neuralink, OpenAI, Zip2, and X.com (part of Pay","Elon Reeve Musk (1971-06-28) June 28, 1971 (age 54)Pretoria, South Africa",South AfricaCanadaUnited States (since 2002),34921.94246199059,8730.49
Ian Bremmer,"[112608, 2618, 148342]",3,"['politics, economics, United States, government', 'global issues, politics, technology, economics, social change, government, international relations', 'global issues, politics, business, military, Africa, war, United States, motivation, Asia, china, law, society, democracy, TEDx, money, Europe, government, Middle East, South America, international relations, international development']",True,https://en.wikipedia.org/wiki/Ian_Bremmer,,,"Ian Arthur Bremmer (1969-11-12) November 12, 1969 (age 56)Chelsea, Massachusetts, U.S.",,53931.56541227762,3172.45
Laurel Braitman,"[52807, 132954, 2066]",3,"['science, health, animals, psychology, history, mental health, empathy, TED Fellows, neuroscience', 'death, health, relationships, mental health, emotions, Life', 'health, health care, psychology, storytelling, communication, community, self, mental health, writing, TED Fellows, emotions']",True,https://en.wikipedia.org/wiki/Laurel_Braitman,"Laurel S. Braitman (born February 11, 1978) is an American science historian, writer,[1] and a TED Fellow.[2]",Writer-in-Residence at Stanford School of Medicine,"(1978-02-11) February 11, 1978 (age 47)United States of America",,2501.666443563293,833.89
Bryn Freedman,"[33880, 26707, 37800]",3,"['technology, business, social change, future, work, AI, humanity, society, machine learning', 'technology, economics, future, community, humanity, society, Internet', 'politics, business, social change, gender, activism, leadership, women in business, society, government']",False,,,,,,2607.890858541557,869.3
Angus Hervey,"[148376, 130720, 113677]",3,"['global issues, politics, media, social change, humanity, society, journalism', 'global issues, politics, media, social change, journalism, policy', 'global issues, politics, media, social change, personal growth, humanity, compassion, society, journalism']",False,,,,,,6300.79988738109,1260.16
