speaker,videos,average_popularity_score,viral_rate,viral_consistency,viral_presence,wikipedia_numeric,comprehensive_popularity_score
Matt Ridley,1,481.08,0.0,0,0,1,6.695762524509479
Matt Russo,1,700.34,0.0,0,0,0,1.2556349285467578
Matt Tilleard,1,5947.02,100.0,1,1,0,46.49866239502118
Matt Trombley,1,331.45,0.0,0,0,0,0.5940561234796795
Matt Walker,1,1236.99,100.0,1,1,0,38.051548026970835
Matthew A. Wilson,1,202.27,0.0,0,0,0,0.36238069167462883
Matthew Broadhurst,1,208.31,0.0,0,0,0,0.37321301562649845
Matthew Carter,1,308.72,0.0,0,0,1,6.386646737035267
Matthew Childs,1,147.27,0.0,0,0,0,0.26374198019237316
Matthew Ebert,1,9.53,0.0,0,0,0,0.01671477801844769
Matthew Garcia,1,1226.98,0.0,0,0,0,2.2001274924561236
Matthew Mazzotta,1,823.25,0.0,0,0,1,7.309420850107359
Matthew O'Reilly,1,550.6,0.0,0,0,1,6.8204418558230495
Matthew Phillips,1,1410.64,0.0,0,0,0,2.529509051562144
Matthew Shifrin,1,24.44,0.0,0,0,0,0.04345483598572828
Matthew White,1,188.6,0.0,0,0,1,6.171219791158021
Matthew Williams,1,352.14,0.0,0,0,0,0.6311622133081863
Matthias Müllenbeck,1,579.72,0.0,0,0,0,1.0393112671105817
Adjany Costa,1,1241.82,0.0,0,0,1,8.060097313109683
Maurice Conti,1,2350.9,100.0,1,1,0,40.04926888346537
Maurizio Seracini,1,170.02,0.0,0,0,1,6.137897840988198
Max Hawkins,1,1012.82,0.0,0,0,0,1.816046284255399
Max Jaderberg,1,1774.22,0.0,0,0,0,3.18156473739339
Max Little,1,292.76,0.0,0,0,0,0.5246682735297074
Max Rashbrooke,1,859.93,0.0,0,0,1,7.375203903510434
Max Sills,1,10.23,0.0,0,0,0,0.01797017980094913
Adong Judith,1,376.2,0.0,0,0,1,6.507667468868405
Maxim Timchenko,1,1224.9,0.0,0,0,1,8.029752458595505
May El-Khalil,1,1196.34,0.0,0,0,1,7.978532065869446
Maya Beiser,1,194.42,0.0,0,0,1,6.181657560263962
Maya Penn,1,422.37,0.0,0,0,1,6.590470183579964
Maya Shankar,1,2431.39,100.0,1,1,1,46.02697745700638
Maysoon Zayid,1,2795.52,100.0,1,1,1,46.68001952995245
Adora Svitak,1,1268.64,0.0,0,0,1,8.108197135690666
McKenna Pope,1,262.08,0.0,0,0,0,0.46964580683378726
Mechai Viravaidya,1,223.99,0.0,0,0,1,6.234689318419058
Meera Vijayann,1,274.76,0.0,0,0,1,6.325741816272769
Meg Jay,1,2221.38,100.0,1,1,0,39.81698368508025
Megan Alubicki Flick,1,55.72,0.0,0,0,0,0.09955336135236388
Megan J. McArdle,1,2577.36,100.0,1,1,0,40.45540929441577
Megan Kamerick,1,75.67,0.0,0,0,0,0.13533231215365485
Megan McArthur,1,795.7,0.0,0,0,1,7.2600118228103385
Megan Ming Francis,1,799.99,0.0,0,0,0,1.4343503394414265
Megan Parker,1,19.71,0.0,0,0,1,5.868327209662782
Megan Phelps-Roper,1,3475.36,100.0,1,1,1,47.899265741117844
Megan Reitz,1,1330.9,0.0,0,0,0,2.386500854224052
Megan Washington,1,544.85,0.0,0,0,1,6.810129626895359
Megan Wilkens,1,9.44,0.0,0,0,0,0.016553369217840366
Meghan Hussey,1,1459.29,0.0,0,0,0,2.6167594754459933
Meghana Ranganathan,1,7.12,0.0,0,0,0,0.012392609024407036
Mehdi Ordikhani-Seyedlar,1,1208.92,0.0,0,0,0,2.167738126467587
Mehret Mandefro,1,814.49,0.0,0,0,1,7.293710393514911
Mei Lin Neo,1,448.22,0.0,0,0,0,0.8034750751120978
Meklit Hadero,1,348.79,0.0,0,0,1,6.458509521927885
Mel Robbins,1,12230.61,100.0,1,1,1,63.60120353575458
Melaku Belay,1,1359.71,0.0,0,0,1,8.271524907594104
Melanie Charles,1,25.5,0.0,0,0,0,0.04535587297065903
Melanie Nezer,1,854.17,0.0,0,0,0,1.5315184374070374
Melati,1,560.1,0.0,0,0,1,6.837479451442712
Melati Wijsen,1,1395.09,0.0,0,0,1,8.33497650054396
Melinda Babits,1,4.76,0.0,0,0,0,0.008160111586259334
Melinda Briana Epler,1,1127.23,0.0,0,0,0,2.0212327384496693
Adrian Fisher,1,12.84,0.0,0,0,0,0.022651035018561624
Melinda Janki,1,4175.16,100.0,1,1,1,49.15430883739571
Adrian K. Haugabrook,1,1380.73,0.0,0,0,0,2.475867526826975
Melissa Garren,1,57.06,0.0,0,0,0,0.10195655905029521
Melissa J. Moore,1,1815.03,0.0,0,0,1,9.08810996417775
Melissa Marquez,1,16.13,0.0,0,0,0,0.02855142339631838
Melissa Marshall,1,635.73,0.0,0,0,1,6.973116646886403
Melissa Villaseñor,1,1228.82,0.0,0,0,1,8.036782708577512
Melissa Walker,1,345.44,0.0,0,0,1,6.452501527683058
Mellody Hobson,1,1224.07,0.0,0,0,1,8.02826391076768
Melodie Yashar,1,1409.4,0.0,0,0,0,2.527285196975998
Melonie D. Parker,1,1012.85,0.0,0,0,0,1.8161000871889346
Melvin Russell,1,360.88,0.0,0,0,0,0.6468368012782757
Memory Banda,1,387.22,0.0,0,0,1,6.527431079787214
Mena Fombo,1,1274.65,0.0,0,0,0,2.2856203538444717
Mena Trott,1,86.37,0.0,0,0,1,5.987877327979276
Mennat El Ghalid,1,434.55,0.0,0,0,0,0.7789588717309626
Menno Schilthuizen,1,1189.34,0.0,0,0,1,7.965978048044432
Mereba,1,8.18,0.0,0,0,1,5.847648948873865
Meredith Wilson Parfet,1,1636.09,0.0,0,0,0,2.9338380970834987
Meron Gribetz,1,520.48,0.0,0,0,1,6.766423710553131
Meryam Sugulle,1,1095.81,0.0,0,0,0,1.9648831327265333
Mesmin Destin,1,1965.69,0.0,0,0,0,3.5249529935298893
Mfikeyi Makayi,1,3938.5,100.0,1,1,0,42.896520126178636
Mia Birdsong,1,576.46,0.0,0,0,1,6.8668199845308875
Mia Kami,1,5.57,0.0,0,0,0,0.009612790791725282
Miao Wang,1,5.31,0.0,0,0,0,0.00914649870108189
Micaela Mantegna,1,1344.39,0.0,0,0,0,2.410694240003972
Michael Anti,1,370.12,0.0,0,0,0,0.6634081048072946
Michael Archer,1,136.98,0.0,0,0,0,0.24528757398960205
Michael Arntfield,1,9.06,0.0,0,0,0,0.015871865393053873
Michael Benton,1,59.45,0.0,0,0,1,5.939598162286506
Michael Bierut,1,603.1,0.0,0,0,1,6.914596989510658
Michael Bodekaer,1,440.35,0.0,0,0,0,0.789360772214546
Michael Botticelli,1,590.8,0.0,0,0,1,6.89253778676099
Michael Bungay Stanier,1,1450.99,0.0,0,0,0,2.601873997167762
Michael Dickinson,1,417.97,0.0,0,0,0,0.7492237837968572
Michael Fey,1,5.17,0.0,0,0,0,0.008895418344581605
Adriana Galván,1,1506.78,0.0,0,0,1,8.535284822097653
Michael Hansmeyer,1,201.69,0.0,0,0,1,6.194695804490799
Michael Hendryx,1,447.23,0.0,0,0,0,0.801699578305417
Michael Kennedy,1,22.95,0.0,0,0,0,0.040782623620118086
Michael Kimmel,1,853.15,0.0,0,0,1,7.363044440531348
Michael Levin,1,614.35,0.0,0,0,0,1.1014177867220456
Michael McDaniel,1,66.79,0.0,0,0,1,5.9527619466915915
Michael Merzenich,1,276.7,0.0,0,0,1,6.329221072641417
Adriann Negreros,1,1023.24,0.0,0,0,0,1.8347338365034918
Michael Middlebrooks,1,1987.07,0.0,0,0,0,3.563296550829719
Michael Mieni,1,7.79,0.0,0,0,0,0.013594207873372692
Michael Moschen,1,176.89,0.0,0,0,1,6.15021871276789
Michael Murphy,1,569.1,0.0,0,0,0,1.020265028638917
Michael Nielsen,1,49.83,0.0,0,0,1,5.922345354932701
Michael Norton,1,970.81,0.0,0,0,0,1.740704242994134
Michael Patrick Lynch,1,663.48,0.0,0,0,1,7.022884360406994
Michael Pawlyn,1,410.8,0.0,0,0,1,6.569720185546333
Michael Pollan,1,301.21,0.0,0,0,1,6.3731780693401445
Michael Porter,1,699.5,0.0,0,0,1,7.087483749272283
Michael Pritchard,1,883.16,0.0,0,0,0,1.5835100055137756
Michael Rain,1,516.66,0.0,0,0,0,0.9262175008183808
Michael Ringel,1,20.53,0.0,0,0,0,0.036442520314898835
Michael Rubinstein,1,536.48,0.0,0,0,1,6.795118608438877
Afra Raymond,1,216.75,0.0,0,0,0,0.38834957426123
Michael Schur,1,2001.38,0.0,0,0,1,9.422315852990812
Michael Sheen,1,1484.84,0.0,0,0,1,8.495936943371822
Michael Shellenberger,1,538.35,0.0,0,0,1,6.798472324629275
Afrika Afeni Mills,1,1243.07,0.0,0,0,0,2.2289837991424784
Michael Silverstein,1,15.23,0.0,0,0,1,5.860292638254772
Michael Specter,1,416.04,0.0,0,0,1,6.579117764603916
Michael Stevens,1,180.63,0.0,0,0,0,0.32357084228415584
Michael Sun,1,2135.89,0.0,0,0,0,3.8301949697895243
Michael Tilson Thomas,1,406.61,0.0,0,0,1,6.5622057091625035
Michael Timms,1,3575.48,100.0,1,1,0,42.24546876177339
Michael Tubbs,1,1369.28,0.0,0,0,1,8.288688043392014
Michael Uslan,1,5.66,0.0,0,0,1,5.8431295024568595
Michel Dugon,1,728.41,0.0,0,0,0,1.3059765400250654
Michel Laberge,1,320.44,0.0,0,0,1,6.4076657497365765
Michele L. Sullivan,1,582.92,0.0,0,0,0,1.0450502466877312
Michele Wucker,1,1070.8,0.0,0,0,1,7.753384723333403
Michelle Borkin,1,41.41,0.0,0,0,0,0.07388936205579881
Michelle Greene,1,126.05,0.0,0,0,1,6.059040674735929
Michelle Knox,1,506.49,0.0,0,0,1,6.74133360921428
Michelle Kuo,1,1310.65,0.0,0,0,1,8.18353917695193
Michèle Lamont,1,367.81,0.0,0,0,1,6.492620581789567
Mick Cornett,1,421.39,0.0,0,0,1,6.588712621084462
Mick Ebeling,1,198.23,0.0,0,0,1,6.188490532823005
Mick Mountz,1,76.87,0.0,0,0,1,5.970839732359614
Miguel A. Modestino,1,1298.46,0.0,0,0,0,2.328321948760699
Miguel Alcubierre,1,372.37,0.0,0,0,1,6.500798627687006
Miguel Goncalves,1,1502.99,0.0,0,0,1,8.528487718160967
Agnes Binagwaho,1,812.17,0.0,0,0,1,7.28954963332148
Mihaly Csikszentmihalyi,1,1269.6,0.0,0,0,1,8.109918829563808
Miho Janvier,1,467.49,0.0,0,0,0,0.8380344927532445
Mikael Fogelstrom,1,43.19,0.0,0,0,0,0.07708166944558817
Mike Biddle,1,244.18,0.0,0,0,0,0.4375433898241078
Mike Brady,1,29.29,0.0,0,0,0,0.052152976907345376
Mike Brown,1,1346.63,0.0,0,0,0,2.4147115257079768
Mike Cannon-Brookes,1,1666.91,0.0,0,0,1,8.822466947000446
Mike Gil,1,325.08,0.0,0,0,0,0.5826319672589165
Mike Kinney,1,540.16,0.0,0,0,0,0.9683631320880719
Mike Matas,1,342.22,0.0,0,0,1,6.446726679483551
Mike Merrill,1,27.09,0.0,0,0,0,0.04820742844805515
Mike O'Sullivan,1,1364.26,0.0,0,0,0,2.446329716315834
Mike Posner,1,1223.18,0.0,0,0,1,8.026667757072788
Mike Robbins,1,443.28,0.0,0,0,1,6.6279708282544005
Mike Schwartz,1,34.75,0.0,0,0,0,0.06194511081085659
Mike Sempert,1,0.0,0.0,0,0,1,5.832978682329777
Mike Velings,1,382.97,0.0,0,0,0,0.6864536946717853
Mike deGruy,1,246.4,0.0,0,0,1,6.274880109770282
Mikhail Zygar,1,549.69,0.0,0,0,1,6.818809833505797
Agnes Kalibata,1,1045.32,0.0,0,0,1,7.707688098450349
Mileha Soneji,1,320.63,0.0,0,0,0,0.5746511987844432
Millie Chu Baird,1,1099.81,0.0,0,0,0,1.97205685719797
Milton Glaser,1,84.49,0.0,0,0,1,5.9845056774777
Agnes Larsson,1,1408.8,0.0,0,0,0,2.5262091383052825
Min Zhu,1,8.08,0.0,0,0,0,0.014114302897551858
Mina Bissell,1,242.15,0.0,0,0,1,6.267258027519381
Minda Dentler,1,516.18,0.0,0,0,0,0.9253566538818083
Mindy Fullilove,1,8.61,0.0,0,0,0,0.015064821390017235
Mindy Scheier,1,378.34,0.0,0,0,0,0.6781501085960973
Mira Calix,1,8.95,0.0,0,0,1,5.8490298908346166
Agnieszka Pilat,1,11.22,0.0,0,0,1,5.853100979472157
Miriam Zoila Pérez,1,345.2,0.0,0,0,0,0.6187158013502435
Misan Harriman,1,1148.76,0.0,0,0,1,7.8932006132817065
Ahn Trio,1,166.49,0.0,0,0,1,6.131567029142154
Mitch Resnick,1,645.68,0.0,0,0,1,6.990961286509102
Mitch Zeller,1,1120.1,0.0,0,0,0,2.008445574579333
Mitchell Besser,1,55.13,0.0,0,0,0,0.09849523699282697
Mitchell Joachim,1,302.81,0.0,0,0,1,6.37604755912872
Mitchell Katz,1,676.9,0.0,0,0,1,7.046952206008666
Miwa Matreyek,1,178.11,0.0,0,0,1,6.152406698731679
Mohamad Jebara,1,419.25,0.0,0,0,0,0.7515193756277169
Mohamed Ali,1,255.71,0.0,0,0,1,6.291576953477551
Mohamed Hijri,1,157.93,0.0,0,0,1,6.11621525877328
Mohammad Modarres,1,906.68,0.0,0,0,1,7.459046808270352
Mohan Sivaloganathan,1,1182.48,0.0,0,0,0,2.1203198077113896
Molly Crockett,1,311.33,0.0,0,0,1,6.391327592252879
Molly Graham,1,2723.86,100.0,1,1,1,46.55150225604667
Molly Stevens,1,313.55,0.0,0,0,1,6.395309009334527
Molly Webster,1,823.31,0.0,0,0,1,7.30952845597443
Molly Winter,1,575.04,0.0,0,0,0,1.0309180094790007
Mona Chalabi,1,428.97,0.0,0,0,1,6.602306828957835
Ai-jen Poo,1,755.44,0.0,0,0,1,7.187808286005327
Monica Byrne,1,328.73,0.0,0,0,1,6.422533293703631
Monica Fay,1,96.17,0.0,0,0,0,0.17209765006976832
Monica Johnson,1,13.99,0.0,0,0,1,5.858068783668627
Monica Palacio,1,1.85,0.0,0,0,0,0.0029412270332890788
Monika Blaumueller,1,4.08,0.0,0,0,0,0.006940578426115083
Monika Bulaj,1,140.78,0.0,0,0,0,0.252102612237467
Monique W. Morris,1,836.98,0.0,0,0,0,1.5006893564910382
Moreangels Mbizah,1,923.33,0.0,0,0,0,1.6555521335181795
Morgan Spurlock,1,493.84,0.0,0,0,1,6.718646705573361
Morgan Vague,1,1019.94,0.0,0,0,0,1.8288155138145565
Morgana Bailey,1,886.14,0.0,0,0,0,1.5888544302449963
Aicha Evans,1,1287.06,0.0,0,0,1,8.141232136881632
Moritz Riesewieck,1,943.21,0.0,0,0,0,1.6912055441412204
Aicha el-Wafi + Phyllis Rodriguez,1,198.54,0.0,0,0,0,0.35569119360501406
Morten Bo Christiansen,1,976.15,0.0,0,0,1,7.583636468028029
Aisha Nyandoro,1,1135.96,0.0,0,0,1,7.870244694973108
Moshe Szyf,1,556.82,0.0,0,0,1,6.831596997376134
Mother London,1,8.44,0.0,0,0,1,5.848115240964509
Mounia Akl,1,1414.05,0.0,0,0,1,8.368979954538572
Muhammed Idris,1,760.17,0.0,0,0,0,1.3629359123282732
Mundano,1,274.5,0.0,0,0,1,6.325275524182127
Munir Virani,1,271.88,0.0,0,0,0,0.4872214317888074
Aja Monet,1,1347.33,0.0,0,0,1,8.249322230355006
Musimbi Kanyoro,1,484.22,0.0,0,0,1,6.701393898219557
Muslim Sahib,1,3.75,0.0,0,0,0,0.006348746157221548
Mustafa Akyol,1,252.64,0.0,0,0,1,6.286071119945724
Mustafa Suleyman,1,5683.74,100.0,1,1,1,51.85984315317573
Muthoni Drummer Queen,1,120.77,0.0,0,0,1,6.049571358433632
"Mwende ""FreeQuency"" Katwiwa",1,346.29,0.0,0,0,0,0.6206706412687101
MyVerse,1,1295.06,0.0,0,0,0,2.322224282959978
Myles Allen,1,908.31,0.0,0,0,1,7.461970100992462
Ajay Banga,1,788.11,0.0,0,0,1,7.246399680625787
Mónica Ramírez,1,5.93,0.0,0,0,1,5.843613728858682
Nabiha Saklayen,1,1400.2,0.0,0,0,0,2.510785630691694
Nabila Alibhai,1,398.8,0.0,0,0,0,0.7148437092674964
Nada Majdalani,1,2183.16,100.0,1,1,0,39.74843874775567
Nadia Al-Sakkaf,1,120.06,0.0,0,0,1,6.048298022339952
Nadia Drake,1,1370.04,0.0,0,0,1,8.290051051041587
Nadia Lopez,1,440.15,0.0,0,0,1,6.622357388855502
Nadine Burke Harris,1,3452.42,100.0,1,1,1,47.85812443127416
Nadine Hachach-Haram,1,460.88,0.0,0,0,0,0.826179913064195
Nadjia Yousif,1,745.28,0.0,0,0,0,1.3362317229833498
Nadya Bartol,1,762.56,0.0,0,0,0,1.3672222126999567
Nadya Mason,1,279.01,0.0,0,0,1,6.333363898523671
Nadya Tolokonnikova,1,1758.02,0.0,0,0,1,8.985866456148598
Nagin Cox,1,686.56,0.0,0,0,1,7.064276750607186
Naif Al-Mutawa,1,183.91,0.0,0,0,0,0.329453296350734
Naima Penniman,1,1202.04,0.0,0,0,0,2.1553993203767154
Ajit Narayanan,1,355.01,0.0,0,0,1,6.4696646634809705
Nana Firman,1,697.42,0.0,0,0,0,1.250398109682609
Nancy Duarte,1,744.97,0.0,0,0,1,7.1690310622013405
Nancy Etcoff,1,393.05,0.0,0,0,1,6.537886783204335
Nancy Frates,1,276.48,0.0,0,0,0,0.49547121493095975
Nancy Kanwisher,1,364.94,0.0,0,0,1,6.487473434481311
Akash Manoj,1,802.68,0.0,0,0,1,7.272529972012995
Nancy N. Chen,1,1398.73,0.0,0,0,0,2.5081492869484405
Nancy Rabalais,1,483.4,0.0,0,0,1,6.699923284702912
Nandan Nilekani,1,186.27,0.0,0,0,1,6.167041096653409
Nanfu Wang,1,1520.7,0.0,0,0,1,8.560249383258254
Nanshu Lu,1,69.03,0.0,0,0,1,5.956779232395597
Naná Vasconcelos,1,285.45,0.0,0,0,1,6.344913594922684
Naoko Ishii,1,509.67,0.0,0,0,0,0.9136814173045451
Naomi Bagdonas,1,1935.14,0.0,0,0,0,3.4701636728792917
Akshat Rathi,1,1192.54,0.0,0,0,0,2.138361724757053
Naomi McDougall Jones,1,410.2,0.0,0,0,1,6.568644126875618
Naomi Mwaura,1,962.77,0.0,0,0,0,1.7262850568065462
Naomi Oreskes,1,407.9,0.0,0,0,1,6.564519235304543
Naomi Shimada,1,180.85,0.0,0,0,0,0.32396539713008493
Nat Keohane,1,1279.3,0.0,0,0,1,8.127315111407045
Natalie Cargill,1,1120.24,0.0,0,0,0,2.0086966549358336
Natalie Fee,1,61.82,0.0,0,0,1,5.943848594035832
Natalie Fratto,1,1781.31,0.0,0,0,0,3.1942801640190117
Natalie Gunn,1,3.92,0.0,0,0,0,0.0066536294472576115
Al Seckel,1,397.19,0.0,0,0,1,6.545311588032271
Natalie Merchant,1,193.19,0.0,0,0,1,6.1794516399889945
Natalie Panek,1,363.51,0.0,0,0,1,6.484908827982773
Natalie Warne,1,193.54,0.0,0,0,0,0.3467240380157181
Natasha Hurley-Walker,1,468.44,0.0,0,0,0,0.8397382523152107
Natasha Rothwell,1,1130.05,0.0,0,0,1,7.859645517066561
Natasha Tsakos,1,80.74,0.0,0,0,1,5.977780310785728
Nate Garvis,1,40.52,0.0,0,0,0,0.07229320836090414
Nate Silver,1,91.59,0.0,0,0,1,5.9972390384145005
Al Vernacchio,1,529.3,0.0,0,0,1,6.7822417730126485
Nathalie Cabrol,1,347.65,0.0,0,0,1,6.456465010453526
Nathalie Miebach,1,166.84,0.0,0,0,0,0.2988394271688776
Nathan Ide,1,3.85,0.0,0,0,0,0.006528089269007468
Alaa Murabit,1,1468.66,0.0,0,0,1,8.466919227884864
Alan Amling,1,18.32,0.0,0,0,0,0.03247903754443002
Nathaniel Kahn,1,70.96,0.0,0,0,1,5.960240554453066
Nathaniel Stinnett,1,980.08,0.0,0,0,0,1.757329349456689
Alan Crickmore,1,604.36,0.0,0,0,0,1.0835014098546323
Naturally 7,1,326.36,0.0,0,0,1,6.418282861954304
Naufal Mukumi,1,3.92,0.0,0,0,0,0.0066536294472576115
Navi Radjou,1,537.79,0.0,0,0,1,6.7974680032032735
Navied Mahdavian,1,1506.47,0.0,0,0,0,2.7013735555865903
Ndidi Nwuneli,1,342.75,0.0,0,0,1,6.447677197976017
Ndidi Okonkwo Nwuneli,1,1390.12,0.0,0,0,1,8.326063147888199
Ndinini Kimesera Sikar,1,1638.82,0.0,0,0,0,2.9387341640352544
Neal Katyal,1,1277.99,0.0,0,0,1,8.124965716642649
Neeraj Aggarwal,1,1152.6,0.0,0,0,0,2.066732085909757
Alan Eustace,1,476.78,0.0,0,0,1,6.6880507707026835
Neha Madhira,1,6.74,0.0,0,0,0,0.01171110519962054
Neha Narula,1,782.57,0.0,0,0,0,1.4031087693683195
Neil Burgess,1,321.41,0.0,0,0,0,0.5760500750563734
Alan Iny,1,63.57,0.0,0,0,0,0.11363179562755855
Neil Harbisson,1,731.93,0.0,0,0,1,7.145644720424457
Neil MacGregor,1,263.15,0.0,0,0,1,6.304920080994424
Neil Pasricha,1,655.99,0.0,0,0,1,7.00945156133423
Neil Turok,1,100.3,0.0,0,0,1,6.012859823451054
Neil Vora,1,837.35,0.0,0,0,0,1.5013529260046459
Alan Jamieson,1,1307.38,0.0,0,0,1,8.177674657196532
Nemonte Nenquimo,1,1272.3,0.0,0,0,1,8.11476109358203
Neri Oxman,1,816.35,0.0,0,0,1,7.297046175394131
Neveen F. Awad,1,19.85,0.0,0,0,0,0.03522298715475458
Newsha Ghaeli,1,940.62,0.0,0,0,1,7.519915860410493
Newton Aduaka,1,69.58,0.0,0,0,1,5.95776561951042
Neylan McBaine,1,4.02,0.0,0,0,1,5.840188275423571
Alan Kay,1,137.91,0.0,0,0,1,6.080310767793738
Niall Ferguson,1,371.05,0.0,0,0,1,6.498431298611432
Niaz Nawab,1,105.62,0.0,0,0,0,0.1890455741335377
Nic Marks,1,506.64,0.0,0,0,1,6.74160262388196
Niceaunties,1,1015.01,0.0,0,0,1,7.653329201268037
Alan Russell,1,285.01,0.0,0,0,1,6.344124485230826
Nicholas Leeper,1,1428.08,0.0,0,0,0,2.560786490257608
Alan Siegel,1,188.43,0.0,0,0,1,6.170914907867985
Alan Smith,1,732.76,0.0,0,0,0,1.3137779653877528
Alasdair Harris,1,941.09,0.0,0,0,0,1.687403470171359
Nick Sears,1,90.45,0.0,0,0,0,0.16183922407561374
Nick Turner,1,1258.73,0.0,0,0,1,8.09042423331268
Nick Veasey,1,340.4,0.0,0,0,1,6.4434626348490465
Nicky Trevorrow,1,1255.59,0.0,0,0,0,2.2514375567380753
Nicola Jones,1,751.77,0.0,0,0,0,1.347871090938256
Alastair Gray,1,559.3,0.0,0,0,1,6.836044706548424
Nicolas Perony,1,248.98,0.0,0,0,0,0.4461518591898318
Nicole Byers,1,1399.88,0.0,0,0,0,2.510211732733979
Nicole Maines,1,1226.58,0.0,0,0,1,8.032765422873508
Nicole Paris,1,1347.67,0.0,0,0,0,2.41657669407055
Nicole Rycroft,1,1312.17,0.0,0,0,0,2.352909889386549
Nicole Wilson,1,8.57,0.0,0,0,1,5.84834838700983
Nicos Marcou,1,1006.5,0.0,0,0,0,1.8047117995905286
Niels Diffrient,1,106.15,0.0,0,0,1,6.02335139549053
Niels van Namen,1,702.93,0.0,0,0,0,1.2602799151420132
Nigel Marsh,1,1033.91,0.0,0,0,0,1.8538697465310494
Alastair O'Neill,1,7.75,0.0,0,0,0,0.013522470628658327
Nighat Dad,1,453.66,0.0,0,0,1,6.646586643257779
Niki Okuk,1,446.34,0.0,0,0,0,0.8001034246105223
Nikki Clifton,1,603.6,0.0,0,0,0,1.0821384022050593
Nikki Sanchez,1,211.44,0.0,0,0,0,0.37882645502539763
Nikki Webber Allen,1,950.88,0.0,0,0,0,1.7049611608152004
Nikolai Begg,1,338.61,0.0,0,0,0,0.6068970902835514
Nikolaus S. Lang,1,1148.36,0.0,0,0,0,2.0591279379700342
Nila Ibrahimi,1,301.25,0.0,0,0,1,6.373249806584859
Nilay Kulkarni,1,391.37,0.0,0,0,0,0.7015185160618025
Alastair Parvin,1,371.73,0.0,0,0,0,0.666295528907048
Nilofer Merchant,1,906.92,0.0,0,0,0,1.62612192887411
Nimisha Jain,1,810.11,0.0,0,0,0,1.4524998623541614
Nina Dølvik Brochmann,1,634.84,0.0,0,0,0,1.1381651903269805
Nina Fedoroff,1,369.6,0.0,0,0,1,6.495830823490535
Nina Jablonski,1,266.43,0.0,0,0,1,6.310802535061002
Nina McNeely,1,233.39,0.0,0,0,0,0.41819226806240695
Alba Sotorra,1,7.95,0.0,0,0,1,5.847236459716757
Albert Fox Cahn,1,469.61,0.0,0,0,1,6.675191869587634
Nirmalya Kumar,1,215.36,0.0,0,0,1,6.219212007871933
Niro Sivanathan,1,1424.5,0.0,0,0,0,2.554366006855672
Nirupa Rao,1,162.36,0.0,0,0,0,0.2908048557608684
Nisha Anand,1,872.95,0.0,0,0,0,1.5651990738004335
Albert-László Barabási,1,1560.8,0.0,0,0,1,8.632165971084408
Nithya Ramanathan,1,1355.5,0.0,0,0,0,2.4306192597233873
Nithya Vaduganathan,1,1392.66,0.0,0,0,0,2.4972631600630355
Niti Bhan,1,440.41,0.0,0,0,0,0.7894683780816175
Nitish Padmanaban,1,1155.54,0.0,0,0,0,2.0720047733962628
Nivruti Rai,1,8.42,0.0,0,0,1,5.848079372342151
Nizar Ibrahim,1,3243.96,0.0,0,0,1,11.65079749142029
Nkosilathi Nyathi,1,893.23,0.0,0,0,1,7.434925159735145
Nnedi Okorafor,1,398.47,0.0,0,0,1,6.547607179863131
Alberto Cairo,1,210.94,0.0,0,0,1,6.211285042330996
Noah Raford,1,1412.7,0.0,0,0,1,8.366558822529461
Alberto Garín,1,13.52,0.0,0,0,0,0.02387056817870588
Noam Brown,1,1374.21,0.0,0,0,0,2.464174355938533
Noel Bairey Merz,1,201.94,0.0,0,0,0,0.36178885940573535
Noeline Kirabo,1,1604.42,0.0,0,0,0,2.8770401335808984
Noelle Martin,1,231.42,0.0,0,0,0,0.41465920876022444
Nomava Zanazo,1,729.74,0.0,0,0,0,1.308361803411818
Nonette Royo,1,604.77,0.0,0,0,0,1.0842367166129545
Nonny de la Peña,1,374.17,0.0,0,0,1,6.504026803699152
Nora Atkinson,1,1750.55,0.0,0,0,0,3.1391142228336624
Nora Brown,1,136.28,0.0,0,0,0,0.24403217220710063
Alec Soth,1,663.12,0.0,0,0,1,7.022238725204566
Nora McInerny,1,3302.2,100.0,1,1,1,47.588715208749356
Nora York,1,68.09,0.0,0,0,0,0.12173810428028214
Noreena Hertz,1,185.61,0.0,0,0,1,6.165857432115622
Noriko Arai,1,590.89,0.0,0,0,1,6.892699195561597
Norma Pimentel,1,721.07,0.0,0,0,1,7.126168058484506
Norman Lear,1,352.31,0.0,0,0,1,6.46482239946275
Norman Spack,1,349.19,0.0,0,0,1,6.459226894375028
Normand Voyer,1,1646.12,0.0,0,0,0,2.951826211195627
Nour E. Rawafi,1,1200.57,0.0,0,0,0,2.1527629766334626
Noy Thrupkaew,1,592.25,0.0,0,0,0,1.0617829590173573
Nyle DiMarco,1,174.06,0.0,0,0,1,6.145143302704349
Nyra Jordan,1,1197.19,0.0,0,0,0,2.1467011794550985
Néstor Guerra,1,13.27,0.0,0,0,0,0.02342221039924108
Alejandro Aravena,1,596.33,0.0,0,0,1,6.90245546084275
Oak Felder,1,26.04,0.0,0,0,1,5.87967962863883
Ocean Ramsey,1,110.53,0.0,0,0,1,6.031206623786754
Oded Shoseyov,1,564.88,0.0,0,0,1,6.846052052186079
Ofer Levy,1,235.66,0.0,0,0,0,0.42226335669994736
Okong'o Kinyanjui,1,1340.17,0.0,0,0,0,2.4031259606866064
